index	name	abbreviation	color	volume_mm3
637	left Bed nuclei of the stria terminalis, posterior division, strial extension	BSTse-L	B1C0DE	0.0
638	left Bed nucleus of the anterior commissure	BAC-L	B3C0DF	0.0037500001781154424
639	left Brain stem	BS-L	FF7080	0.0
640	left Interbrain	IB-L	FF707F	0.0
641	left Thalamus	TH-L	FF6F80	0.45923439681246236
642	left Thalamus, sensory-motor cortex related	DORsm-L	FE7E84	0.0
643	left Ventral group of the dorsal thalamus	VENT-L	FF8082	0.0
644	left Ventral anterior-lateral complex of the thalamus	VAL-L	FD7E84	0.40915626943387906
645	left Ventral medial nucleus of the thalamus	VM-L	FF7E84	0.46290627198686707
646	left Ventral posterior complex of the thalamus	VP-L	FF8081	0.0
647	left Ventral posterolateral nucleus of the thalamus	VPL-L	FD8084	0.4387656458402489
648	left Ventral posterolateral nucleus of the thalamus, parvicellular part	VPLpc-L	FF7F82	0.049406252346670954
649	left Ventral posteromedial nucleus of the thalamus	VPM-L	FF7E83	0.8220625390458736
650	left Ventral posteromedial nucleus of the thalamus, parvicellular part	VPMpc-L	FE8082	0.106968755080743
651	left Posterior triangular thalamic nucleus	PoT-L	FF7E82	0.13970313163554238
652	left Subparafascicular nucleus	SPF-L	FF8083	0.0
653	left Subparafascicular nucleus, magnocellular part	SPFm-L	FF7F84	0.03465625164608355
654	left Subparafascicular nucleus, parvicellular part	SPFp-L	FE8084	0.0672500031942036
655	left Subparafascicular area	SPA-L	FE7F83	0.064859378080655
656	left Peripeduncular nucleus	PP-L	FD7F84	0.030562501451640856
657	left Geniculate group, dorsal thalamus	GENd-L	FD8083	0.0
658	left Medial geniculate complex	MG-L	FF7F83	0.0
659	left Medial geniculate complex, dorsal part	MGd-L	FE7F82	0.08604687908700726
660	left Medial geniculate complex, ventral part	MGv-L	FE7E83	0.13854688158062345
661	left Medial geniculate complex, medial part	MGm-L	FD7F83	0.12506250594015
662	left Dorsal part of the lateral geniculate complex	LGd-L	FF8084	0.0
663	left Dorsal part of the lateral geniculate complex, shell	LGd-sh-L	FE8083	0.10398437993899279
664	left Dorsal part of the lateral geniculate complex, core	LGd-co-L	FE7F84	0.20979688496481685
665	left Dorsal part of the lateral geniculate complex, ipsilateral zone	LGd-ip-L	FD8082	0.047843752272456186
666	left Thalamus, polymodal association cortex related	DORpm-L	FE909C	0.0
667	left Lateral group of the dorsal thalamus	LAT-L	FE8F9F	0.0
668	left Lateral posterior nucleus of the thalamus	LP-L	FE909D	0.6015625285726856
669	left Posterior complex of the thalamus	PO-L	FF8E9C	0.6261406547400838
670	left Posterior limiting nucleus of the thalamus	POL-L	FF8D9D	0.1025468798707152
671	left Suprageniculate nucleus	SGN-L	FF8E9D	0.09089062931707304
672	left Ethmoid nucleus of the thalamus	Eth-L	FD8F9C	0.11782813059653563
673	left Retroethmoid nucleus	REth-L	FD8D9E	0.0
674	left Anterior group of the dorsal thalamus	ATN-L	FE8E9F	0.0
675	left Anteroventral nucleus of thalamus	AV-L	FD909E	0.2078125098705641
676	left Anteromedial nucleus	AM-L	FE909E	0.0
677	left Anteromedial nucleus, dorsal part	AMd-L	FD8D9F	0.12226563080730557
678	left Anteromedial nucleus, ventral part	AMv-L	FC909D	0.08306250394525705
679	left Anterodorsal nucleus	AD-L	FF8F9E	0.08021875381018617
680	left Interanteromedial nucleus of the thalamus	IAM-L	FE8E9C	0.02125000100932084
681	left Interanterodorsal nucleus of the thalamus	IAD-L	FC8E9F	0.05637500267766882
682	left Lateral dorsal nucleus of thalamus	LD-L	FF909D	0.5081718991368689
683	left Medial group of the dorsal thalamus	MED-L	FF909C	0.0
684	left Intermediodorsal nucleus of the thalamus	IMD-L	FE909F	0.08503125403876766
685	left Mediodorsal nucleus of thalamus	MD-L	FD909D	0.6888125327168382
686	left Mediodorsal nucleus of the thalamus, central part	MDc-L	FC909F	0.0
687	left Mediodorsal nucleus of the thalamus, lateral part	MDl-L	FF8F9C	0.0
688	left Mediodorsal nucleus of the thalamus, medial part	MDm-L	FF8D9E	0.0
689	left Submedial nucleus of the thalamus	SMT-L	FD8E9F	0.1536093822960538
690	left Perireunensis nucleus	PR-L	FD909C	0.07578125359941623
691	left Midline group of the dorsal thalamus	MTN-L	FE8E9D	0.0
692	left Paraventricular nucleus of the thalamus	PVT-L	FE8F9E	0.21714063531362626
693	left Parataenial nucleus	PT-L	FF909F	0.11501563046294905
694	left Nucleus of reuniens	RE-L	FD909F	0.21032813499004988
695	left Xiphoid thalamic nucleus	Xi-L	FC8F9F	0.041531251972628525
696	left Intralaminar nuclei of the dorsal thalamus	ILM-L	FF8F9F	0.0
697	left Rhomboid nucleus	RH-L	FF8E9E	0.04453125211512088
698	left Central medial nucleus of the thalamus	CM-L	FD8E9E	0.12253125581992208
699	left Paracentral nucleus	PCN-L	FE8D9F	0.119031255653681
700	left Central lateral nucleus of the thalamus	CL-L	FD8F9D	0.18170313363043533
701	left Parafascicular nucleus	PF-L	FC909E	0.24450001161312684
702	left Posterior intralaminar thalamic nucleus	PIL-L	FE8D9E	0.08790625417532283
703	left Reticular nucleus of the thalamus	RT-L	FD8F9F	0.723500034364406
704	left Geniculate group, ventral thalamus	GENv-L	FD8E9D	0.0
705	left Intergeniculate leaflet of the lateral geniculate complex	IGL-L	FF909E	0.03443750163569348
706	left Intermediate geniculate nucleus	IntG-L	FE8D9D	0.011171875530635589
707	left Ventral part of the lateral geniculate complex	LGv-L	FF8E9F	0.2021093845996802
708	left Ventral part of the lateral geniculate complex, lateral zone	LGvl-L	FE8F9D	0.0
709	left Ventral part of the lateral geniculate complex, medial zone	LGvm-L	FE8E9E	0.0
710	left Subgeniculate nucleus	SubG-L	FD8F9E	0.01331250063230982
711	left Epithalamus	EPI-L	FC8F9E	0.0
712	left Medial habenula	MH-L	FF8D9F	0.16023438261072442
713	left Lateral habenula	LH-L	FF8F9D	0.17298438321631693
714	left Pineal body	PIN-L	FE8F9C	0.0
715	left Hypothalamus	HY-L	E64438	1.3763438153728202
716	left Periventricular zone	PVZ-L	FF5C4E	0.0
717	left Supraoptic nucleus	SO-L	FE5B50	0.023250001104315743
718	left Accessory supraoptic group	ASO-L	FE5D4E	0.003046875144718797
719	left Nucleus circularis	NC-L	FD5D4F	0.0
720	left Paraventricular hypothalamic nucleus	PVH-L	FF5D4F	0.09279687940761505
721	left Paraventricular hypothalamic nucleus, magnocellular division	PVHm-L	FF5C4F	0.0
722	left Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part	PVHam-L	FF5C50	0.0
723	left Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part	PVHmm-L	FE5D4F	0.0
724	left Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part	PVHpm-L	FF5D4E	0.0
725	left Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone	PVHpml-L	FD5C50	0.0
726	left Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone	PVHpmm-L	FE5C4E	0.0
727	left Paraventricular hypothalamic nucleus, parvicellular division	PVHp-L	FE5C4F	0.0
728	left Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part	PVHap-L	FE5D50	0.0
729	left Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone	PVHmpd-L	FE5C50	0.0
730	left Paraventricular hypothalamic nucleus, parvicellular division, periventricular part	PVHpv-L	FF5B50	0.0
731	left Periventricular hypothalamic nucleus, anterior part	PVa-L	FF5D50	0.02460937616888259
732	left Periventricular hypothalamic nucleus, intermediate part	PVi-L	FD5D50	0.09664062959018338
733	left Arcuate hypothalamic nucleus	ARH-L	FF5B4F	0.1419062567401852
734	left Periventricular region	PVR-L	FF5446	0.0
735	left Anterodorsal preoptic nucleus	ADP-L	FF5547	0.05039062739342626
736	left Anterior hypothalamic area	AHA-L	FF5546	0.0
737	left Anteroventral preoptic nucleus	AVP-L	FE5447	0.04592187718117202
738	left Anteroventral periventricular nucleus	AVPV-L	FE5446	0.09026562928738713
739	left Dorsomedial nucleus of the hypothalamus	DMH-L	FE5445	0.18612500884046312
740	left Dorsomedial nucleus of the hypothalamus, anterior part	DMHa-L	FE5545	0.0
741	left Dorsomedial nucleus of the hypothalamus, posterior part	DMHp-L	FE5347	0.0
742	left Dorsomedial nucleus of the hypothalamus, ventral part	DMHv-L	FD5546	0.0
743	left Median preoptic nucleus	MEPO-L	FF5445	0.01821875086534419
744	left Medial preoptic area	MPO-L	FF5346	0.27884376324436744
745	left Vascular organ of the lamina terminalis	OV-L	FD5447	0.00417187519815343
746	left Posterodorsal preoptic nucleus	PD-L	FE5346	0.005765625273852493
747	left Parastrial nucleus	PS-L	FD5446	0.04829687729397847
748	left Suprachiasmatic preoptic nucleus	PSCH-L	FF5345	0.0
749	left Periventricular hypothalamic nucleus, posterior part	PVp-L	FF5447	0.06295312799011299
750	left Periventricular hypothalamic nucleus, preoptic part	PVpo-L	FE5547	0.07054687835079676
751	left Subparaventricular zone	SBPV-L	FD5547	0.05406250256783096
752	left Suprachiasmatic nucleus	SCH-L	FF5545	0.03300000156741589
753	left Subfornical organ	SFO-L	FF5347	0.0104218754950125
754	left Ventromedial preoptic nucleus	VMPO-L	FD5545	0.025109376192631316
755	left Ventrolateral preoptic nucleus	VLPO-L	FE5546	0.03343750158819603
756	left Hypothalamic medial zone	MEZ-L	FF4C3C	0.0
757	left Anterior hypothalamic nucleus	AHN-L	FF4B3E	0.35468751684675226
758	left Anterior hypothalamic nucleus, anterior part	AHNa-L	FE4C3C	0.0
759	left Anterior hypothalamic nucleus, central part	AHNc-L	FE4C3E	0.0
760	left Anterior hypothalamic nucleus, dorsal part	AHNd-L	FE4A3E	0.0
761	left Anterior hypothalamic nucleus, posterior part	AHNp-L	FD4C3D	0.0
762	left Mammillary body	MBO-L	FE4C3D	0.0
763	left Lateral mammillary nucleus	LM-L	FF4B3D	0.038843751844979124
764	left Medial mammillary nucleus	MM-L	FF4A3E	0.0
765	left Medial mammillary nucleus, median part	Mmme-L	FD4B3E	0.037500001781154424
766	left Medial mammillary nucleus, lateral part	Mml-L	FC4B3E	0.1065781300621893
767	left Medial mammillary nucleus, medial part	Mmm-L	FE4A3C	0.06818750323873246
768	left Medial mammillary nucleus, posterior part	Mmp-L	FE493D	0.01821875086534419
769	left Medial mammillary nucleus, dorsal part	Mmd-L	FD4A3D	0.03771875179154449
770	left Supramammillary nucleus	SUM-L	FF493D	0.12668750601733336
771	left Supramammillary nucleus, lateral part	SUMl-L	FE4C3B	0.0
772	left Supramammillary nucleus, medial part	SUMm-L	FE493E	0.0
773	left Tuberomammillary nucleus	TM-L	FF4B3C	0.0
774	left Tuberomammillary nucleus, dorsal part	TMd-L	FC4C3D	0.017328125823041773
775	left Tuberomammillary nucleus, ventral part	TMv-L	FF4C3E	0.05418750257376814
776	left Medial preoptic nucleus	MPN-L	FD4C3E	0.20114063455366704
777	left Medial preoptic nucleus, central part	MPNc-L	FE4A3D	0.0
778	left Medial preoptic nucleus, lateral part	MPNl-L	FD4B3D	0.0
779	left Medial preoptic nucleus, medial part	MPNm-L	FF4A3C	0.0
780	left Dorsal premammillary nucleus	PMd-L	FC4C3E	0.06585937812815246
781	left Ventral premammillary nucleus	PMv-L	FF4B3B	0.09790625465029734
782	left Paraventricular hypothalamic nucleus, descending division	PVHd-L	FF4C3D	0.06534375310366158
783	left Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part	PVHdp-L	FE4B3E	0.0
784	left Paraventricular hypothalamic nucleus, descending division, forniceal part	PVHf-L	FE4B3D	0.0
785	left Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part	PVHlp-L	FE4B3B	0.0
786	left Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone	PVHmpv-L	FE4B3C	0.0
787	left Ventromedial hypothalamic nucleus	VMH-L	FF4A3D	0.2743125130291446
788	left Ventromedial hypothalamic nucleus, anterior part	VMHa-L	FD4C3C	0.0
789	left Ventromedial hypothalamic nucleus, central part	VMHc-L	FD4A3E	0.0
790	left Ventromedial hypothalamic nucleus, dorsomedial part	VMHdm-L	FF4C3B	0.0
791	left Ventromedial hypothalamic nucleus, ventrolateral part	VMHvl-L	FF493E	0.0
792	left Posterior hypothalamic nucleus	PH-L	FD4B3C	0.3521093917242979
793	left Hypothalamic lateral zone	LZ-L	F1483B	0.0
794	left Lateral hypothalamic area	LHA-L	F2483A	1.0360625492103281
795	left Lateral preoptic area	LPO-L	F2473B	0.2772656381694105
796	left Preparasubthalamic nucleus	PST-L	F2473A	0.0064531253065069905
797	left Parasubthalamic nucleus	PSTN-L	F1483A	0.08318750395119423
798	left Perifornical nucleus	PeF-L	F2463A	0.10704688008445373
799	left Retrochiasmatic area	RCH-L	F2483B	0.0739375035118428
800	left Subthalamic nucleus	STN-L	F1473B	0.09725000461912714
801	left Tuberal nucleus	TU-L	F24839	0.2617812624339422
802	left Zona incerta	ZI-L	F0483B	0.7795000370242633
803	left Dopaminergic A13 group	A13-L	F2463B	0.0
804	left Fields of Forel	FF-L	F24739	0.12095313074496516
805	left Median eminence	ME-L	F1473A	0.038703126838299795
806	left Midbrain	MB-L	FF64FF	3.367875159965479
807	left Midbrain, sensory related	MBsen-L	FE7AFF	0.0
808	left Superior colliculus, sensory related	SCs-L	FF79FF	0.0
809	left Superior colliculus, optic layer	SCop-L	FD7AFF	0.32100001524668187
810	left Superior colliculus, superficial gray layer	SCsg-L	FF78FF	0.5754375273318146
811	left Superior colliculus, zonal layer	SCzo-L	FF7AFD	0.18078125858664862
812	left Inferior colliculus	IC-L	FF7AFF	0.0
813	left Inferior colliculus, central nucleus	ICc-L	FE7AFE	0.5633437767573923
814	left Inferior colliculus, dorsal nucleus	ICd-L	FE79FF	0.6614531564173376
815	left Inferior colliculus, external nucleus	ICe-L	FE79FE	0.9987656724388216
816	left Nucleus of the brachium of the inferior colliculus	NB-L	FE7AFD	0.04370312707578705
817	left Nucleus sagulum	SAG-L	FF7AFE	0.049000002327375114
818	left Parabigeminal nucleus	PBG-L	FF79FD	0.02240625106423977
819	left Midbrain trigeminal nucleus	MEV-L	FF79FE	0.004812500228581484
820	left Subcommissural organ	SCO-L	FF78FE	0.006718750319123501
821	left Midbrain, motor related	MBmot-L	FE8EFE	0.0
822	left Substantia nigra, reticular part	SNr-L	FF8DFD	0.7739844117622852
823	left Ventral tegmental area	VTA-L	FE8DFF	0.21379688515480666
824	left Paranigral nucleus	PN-L	FF8EFE	0.010843750515050488
825	left Midbrain reticular nucleus, retrorubral area	RR-L	FD8FFF	0.06904687827955058
826	left Midbrain reticular nucleus	MRN-L	FF8FFD	2.572218872173835
827	left Midbrain reticular nucleus, magnocellular part	MRNm-L	FF8EFC	0.0
828	left Midbrain reticular nucleus, magnocellular part, general	MRNmg-L	FF8DFF	0.0
829	left Midbrain reticular nucleus, parvicellular part	MRNp-L	FE8EFD	0.0
830	left Superior colliculus, motor related	SCm-L	FE8FFD	0.0
831	left Superior colliculus, motor related, deep gray layer	SCdg-L	FF8FFF	0.5964062783277768
832	left Superior colliculus, motor related, deep white layer	SCdw-L	FF8FFE	0.1655312578623125
833	left Superior colliculus, motor related, intermediate white layer	SCiw-L	FF90FE	1.0450625496378052
834	left Superior colliculus, motor related, intermediate gray layer	SCig-L	FF90FF	1.0163281732729956
835	left Superior colliculus, motor related, intermediate gray layer, sublayer a	SCig-a-L	FF8EFD	0.0
836	left Superior colliculus, motor related, intermediate gray layer, sublayer b	SCig-b-L	FD90FD	0.0
837	left Superior colliculus, motor related, intermediate gray layer, sublayer c	SCig-c-L	FD8EFF	0.0
838	left Periaqueductal gray	PAG-L	FC8FFF	2.1505313521447533
839	left Precommissural nucleus	PRC-L	FE90FE	0.0857656290736486
840	left Interstitial nucleus of Cajal	INC-L	FF90FD	0.03954687687837577
841	left Nucleus of Darkschewitsch	ND-L	FD8FFD	0.04592187718117202
842	left Supraoculomotor periaqueductal gray	Su3-L	FD90FC	0.020953125995220034
843	left Pretectal region	PRT-L	FD8EFD	0.0
844	left Anterior pretectal nucleus	APN-L	FE8EFF	0.6382812803167326
845	left Medial pretectal area	MPT-L	FF90FC	0.02200000104494393
846	left Nucleus of the optic tract	NOT-L	FF8FFC	0.10285937988555816
847	left Nucleus of the posterior commissure	NPC-L	FF8DFE	0.14398438183889084
848	left Olivary pretectal nucleus	OP-L	FE90FC	0.029218751387816155
849	left Posterior pretectal nucleus	PPT-L	FC8FFE	0.07198437841907435
850	left Retroparafascicular nucleus	RPF-L	FD8DFF	0.031312501487263944
851	left Intercollicular nucleus	InCo-L	FC90FD	0.0
852	left Cuneiform nucleus	CUN-L	FC90FF	0.27551563808629
853	left Red nucleus	RN-L	FE90FD	0.39384376870657434
854	left Oculomotor nucleus	III-L	FE90FF	0.016187500768864993
855	left Medial accesory oculomotor nucleus	MA3-L	FC8EFF	0.008296875394080416
856	left Edinger-Westphal nucleus	EW-L	FE8FFC	0.010750000510597602
857	left Trochlear nucleus	IV-L	FD90FF	0.0034531251640146365
858	left Paratrochlear nucleus	Pa4-L	FE8DFE	0.007953125377753167
859	left Ventral tegmental nucleus	VTN-L	FC90FE	0.01868750088760862
860	left Anterior tegmental nucleus	AT-L	FD90FE	0.02157812602490594
861	left Lateral terminal nucleus of the accessory optic tract	LT-L	FE8FFE	0.008906250423024176
862	left Dorsal terminal nucleus of the accessory optic tract	DT-L	FF8EFF	0.005671875269399607
863	left Medial terminal nucleus of the accessory optic tract	MT-L	FE8FFF	0.021546876023421646
864	left Substantia nigra, lateral part	SNl-L	FD8EFE	0.0
865	left Midbrain, behavioral state related	MBsta-L	FD8FFE	0.0
866	left Substantia nigra, compact part	SNc-L	FFA6FD	0.09842187967478822
867	left Pedunculopontine nucleus	PPN-L	FFA5FD	0.4452812711497245
868	left Midbrain raphe nuclei	RAmb-L	FFA5FF	0.0
869	left Interfascicular nucleus raphe	IF-L	FFA6FF	0.04257812702235242
870	left Interpeduncular nucleus	IPN-L	FFA6FE	0.005890625279789674
871	left Interpeduncular nucleus, rostral	IPR-L	FFA4FE	0.03887500184646342
872	left Interpeduncular nucleus, caudal	IPC-L	FFA5FE	0.03281250155851012
873	left Interpeduncular nucleus, apical	IPA-L	FEA6FE	0.011953125567742973
874	left Interpeduncular nucleus, lateral	IPL-L	FEA5FF	0.03100000147242099
875	left Interpeduncular nucleus, intermediate	IPI-L	FEA6FD	0.01654687578593439
876	left Interpeduncular nucleus, dorsomedial	IPDM-L	FEA4FF	0.009796875465326593
877	left Interpeduncular nucleus, dorsolateral	IPDL-L	FDA6FE	0.018875000896514393
878	left Interpeduncular nucleus, rostrolateral	IPRL-L	FEA5FE	0.009671875459389412
879	left Rostral linear nucleus raphe	RL-L	FEA6FF	0.02635937625200313
880	left Central linear nucleus raphe	CLI-L	FFA4FF	0.04115625195481698
881	left Dorsal nucleus raphe	DR-L	FDA6FF	0.07235937843688589
882	left Hindbrain	HB-L	FF9B87	0.0
883	left Pons	P-L	FF9B88	1.7982500854122918
884	left Pons, sensory related	P-sen-L	FFAC6D	0.0
885	left Nucleus of the lateral lemniscus	NLL-L	FFAC6F	0.3616875171792344
886	left Nucleus of the lateral lemniscus, dorsal part	NLLd-L	FFAE6E	0.0
887	left Nucleus of the lateral lemniscus, horizontal part	NLLh-L	FFAD6F	0.0
888	left Nucleus of the lateral lemniscus, ventral part	NLLv-L	FEAE6F	0.0
889	left Principal sensory nucleus of the trigeminal	PSV-L	FFAE6F	0.5475781510085653
890	left Parabrachial nucleus	PB-L	FFAD6D	0.4727500224544201
891	left Koelliker-Fuse subnucleus	KF-L	FEAD6E	0.08771875416641706
892	left Parabrachial nucleus, lateral division	PBl-L	FEAE6D	0.0
893	left Parabrachial nucleus, lateral division, central lateral part	PBlc-L	FDAE6F	0.0
894	left Parabrachial nucleus, lateral division, dorsal lateral part	PBld-L	FFAC6E	0.0
895	left Parabrachial nucleus, lateral division, external lateral part	PBle-L	FDAE6D	0.0
896	left Parabrachial nucleus, lateral division, superior lateral part	PBls-L	FEAC6F	0.0
897	left Parabrachial nucleus, lateral division, ventral lateral part	PBlv-L	FDAD6F	0.0
898	left Parabrachial nucleus, medial division	PBm-L	FDAE6E	0.0
899	left Parabrachial nucleus, medial division, external medial part	PBme-L	FEAD6D	0.0
900	left Parabrachial nucleus, medial division, medial medial part	PBmm-L	FEAC6E	0.0
901	left Parabrachial nucleus, medial division, ventral medial part	PBmv-L	FDAD6E	0.0
902	left Superior olivary complex	SOC-L	FFAE6D	0.0
903	left Superior olivary complex, periolivary region	POR-L	FEAD6F	0.18200000864453614
904	left Superior olivary complex, medial part	SOCm-L	FFAD6E	0.09804687965697667
905	left Superior olivary complex, lateral part	SOCl-L	FEAE6E	0.16942188304710726
906	left Pons, motor related	P-mot-L	FFB886	0.0
907	left Barrington's nucleus	B-L	FFBA86	0.007671875364394509
908	left Dorsal tegmental nucleus	DTN-L	FEB985	0.05184375246244599
909	left Lateral tegmental nucleus	LTN-L	FFBA85	0.0
910	left Posterodorsal tegmental nucleus	PDTg-L	FFB984	0.02387500113400165
911	left Pontine central gray	PCG-L	FFBA84	0.2710937628762622
912	left Pontine gray	PG-L	FFB885	0.4819843978930294
913	left Pontine reticular nucleus, caudal part	PRNc-L	FDBA86	1.1740781807657186
914	left Pontine reticular nucleus, ventral part	PRNv-L	FFB985	0.0
915	left Supragenual nucleus	SG-L	FFB986	0.008593750408181222
916	left Superior salivatory nucleus	SSN-L	FEBA84	0.0
917	left Supratrigeminal nucleus	SUT-L	FEBA86	0.13021875618505874
918	left Tegmental reticular nucleus	TRN-L	FEBA85	0.34456251636584057
919	left Motor nucleus of trigeminal	V-L	FEB986	0.17748438343005546
920	left Peritrigeminal zone	P5-L	FEB886	0.15981250759068644
921	left Accessory trigeminal nucleus	Acs5-L	FDBA85	0.007234375343614374
922	left Parvicellular motor 5 nucleus	PC5-L	FDB986	0.035265626675027306
923	left Intertrigeminal nucleus	I5-L	FEB984	0.022093751049396815
924	left Pons, behavioral state related	P-sat-L	FFC195	0.0
925	left Superior central nucleus raphe	CS-L	FFC393	0.2966875140919001
926	left Superior central nucleus raphe, lateral part	CSl-L	FFC394	0.0
927	left Superior central nucleus raphe, medial part	CSm-L	FFC395	0.0
928	left Locus ceruleus	LC-L	FDC395	0.00732812534806726
929	left Laterodorsal tegmental nucleus	LDT-L	FEC395	0.10212500485067721
930	left Nucleus incertus	NI-L	FEC294	0.05192187746615673
931	left Pontine reticular nucleus	PRNr-L	FFC295	1.1820781811456982
932	left Nucleus raphe pontis	RPO-L	FFC294	0.04829687729397847
933	left Subceruleus nucleus	SLC-L	FEC394	0.013171875625630491
934	left Sublaterodorsal nucleus	SLD-L	FEC295	0.02367187612435373
935	left Medulla	MY-L	FF9BCD	2.643031375537248
936	left Medulla, sensory related	MY-sen-L	FFA3D2	0.0
937	left Area postrema	AP-L	FFA5D0	0.025875001228996553
938	left Cochlear nuclei	CN-L	FEA5D0	0.0
939	left Granular lamina of the cochlear nuclei	CNlam-L	FEA4D1	0.0
940	left Cochlear nucleus, subpedunclular granular region	CNspg-L	FFA3D1	0.0
941	left Dorsal cochlear nucleus	DCO-L	FEA5D1	0.3060000145342201
942	left Ventral cochlear nucleus	VCO-L	FEA4D2	0.5097187742103415
943	left Dorsal column nuclei	DCN-L	FDA3D2	0.0
944	left Cuneate nucleus	CU-L	FDA5D0	0.16693750792910578
945	left Gracile nucleus	GR-L	FEA3D0	0.040796876937747584
946	left External cuneate nucleus	ECU-L	FFA2D2	0.10259375487294164
947	left Nucleus of the trapezoid body	NTB-L	FEA3D2	0.077343753673631
948	left Nucleus of the solitary tract	NTS-L	FDA5D1	0.42370314512481855
949	left Nucleus of the solitary tract, central part	NTSce-L	FDA4D2	0.0
950	left Nucleus of the solitary tract, commissural part	NTSco-L	FEA4D0	0.0
951	left Nucleus of the solitary tract, gelatinous part	NTSge-L	FEA3D1	0.0
952	left Nucleus of the solitary tract, lateral part	NTSl-L	FDA4D1	0.0
953	left Nucleus of the solitary tract, medial part	NTSm-L	FFA3D0	0.0
954	left Spinal nucleus of the trigeminal, caudal part	SPVC-L	FDA4D0	0.8412812899587152
955	left Spinal nucleus of the trigeminal, interpolar part	SPVI-L	FDA5D2	0.9227187938267889
956	left Spinal nucleus of the trigeminal, oral part	SPVO-L	FFA4D0	0.4987031486871274
957	left Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part	SPVOcdm-L	FFA4D1	0.0
958	left Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone	SPVOmdmd-L	FFA5D1	0.0
959	left Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone	SPVOmdmv-L	FFA4D2	0.0
960	left Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part	SPVOrdm-L	FFA5D2	0.0
961	left Spinal nucleus of the trigeminal, oral part, ventrolateral part	SPVOvl-L	FEA5D2	0.0
962	left Paratrigeminal nucleus	Pa5-L	FDA3D1	0.0510937524268229
963	left Nucleus z	z-L	FFA5CF	0.0
964	left Medulla, motor related	MY-mot-L	FEB2D7	0.0
965	left Abducens nucleus	VI-L	FDB1D9	0.015218750722851837
966	left Accessory abducens nucleus	ACVI-L	FFB1D7	0.0
967	left Facial motor nucleus	VII-L	FFB3D6	0.45854689677980787
968	left Accessory facial motor nucleus	ACVII-L	FDB0D9	0.0027656251313601388
969	left Efferent vestibular nucleus	EV-L	FDB3D7	0.0
970	left Nucleus ambiguus	AMB-L	FEB3D9	0.0
971	left Nucleus ambiguus, dorsal division	AMBd-L	FEB3D6	0.01062500050466042
972	left Nucleus ambiguus, ventral division	AMBv-L	FEB3D8	0.010968750520987669
973	left Dorsal motor nucleus of the vagus nerve	DMX-L	FDB1D8	0.08701562913302041
974	left Efferent cochlear group	ECO-L	FEB1D6	0.0
975	left Gigantocellular reticular nucleus	GRN-L	FEB0D8	1.3066250620613573
976	left Infracerebellar nucleus	ICB-L	FEB1D8	0.027125001288368367
977	left Inferior olivary complex	IO-L	FFB3D8	0.255203137121498
978	left Intermediate reticular nucleus	IRN-L	FFB2D8	1.3878906909212674
979	left Inferior salivatory nucleus	ISN-L	FFB2D9	0.0035937501706939656
980	left Linear nucleus of the medulla	LIN-L	FFB1D8	0.03085937646574166
981	left Lateral reticular nucleus	LRN-L	FDB3D8	0.0
982	left Lateral reticular nucleus, magnocellular part	LRNm-L	FCB3D7	0.25643751218012767
983	left Lateral reticular nucleus, parvicellular part	LRNp-L	FEB0D9	0.028531251355161658
984	left Magnocellular reticular nucleus	MARN-L	FDB2D9	0.265781262623932
985	left Medullary reticular nucleus	MDRN-L	FDB2D8	0.0
986	left Medullary reticular nucleus, dorsal part	MDRNd-L	FDB1D7	0.546171900941772
987	left Medullary reticular nucleus, ventral part	MDRNv-L	FFB1D6	0.46984377231638064
988	left Parvicellular reticular nucleus	PARN-L	FCB3D9	1.1254688034568971
989	left Parasolitary nucleus	PAS-L	FFB2D6	0.014015625665706466
990	left Paragigantocellular reticular nucleus	PGRN-L	FFB0D8	0.0
991	left Paragigantocellular reticular nucleus, dorsal part	PGRNd-L	FCB3D8	0.11926563066481322
992	left Paragigantocellular reticular nucleus, lateral part	PGRNl-L	FCB2D9	0.35498439186085307
993	left Perihypoglossal nuclei	PHY-L	FEB2D9	0.0
994	left Nucleus intercalatus	NIS-L	FEB2D8	0.0
995	left Nucleus of Roller	NR-L	FFB1D9	0.015125000718398951
996	left Nucleus prepositus	PRP-L	FFB3D7	0.11987500569375698
997	left Paramedian reticular nucleus	PMR-L	FEB2D6	0.0
998	left Parapyramidal nucleus	PPY-L	FCB2D8	0.04735937724944961
999	left Parapyramidal nucleus, deep part	PPYd-L	FDB3D9	0.0
