index	name	abbreviation	color	volume_mm3
10031	right Somatosensory areas, layer 1	SS1-R	1A7F62	0.0
10032	right Somatosensory areas, layer 2/3	SS2/3-R	1A7E63	0.0
10033	right Somatosensory areas, layer 4	SS4-R	198064	0.0
10034	right Somatosensory areas, layer 5	SS5-R	1B8064	0.0
10035	right Somatosensory areas, layer 6a	SS6a-R	187F61	0.0
10036	right Somatosensory areas, layer 6b	SS6b-R	187D63	0.0
10037	right Primary somatosensory area	SSp-R	198063	0.0
10038	right Primary somatosensory area, layer 1	SSp1-R	197D64	0.0
10039	right Primary somatosensory area, layer 2/3	SSp2/3-R	187E64	0.0
10040	right Primary somatosensory area, layer 4	SSp4-R	1B7F63	0.0
10041	right Primary somatosensory area, layer 5	SSp5-R	1B7D64	0.0
10042	right Primary somatosensory area, layer 6a	SSp6a-R	187D64	0.0
10043	right Primary somatosensory area, layer 6b	SSp6b-R	198061	0.0
10044	right Primary somatosensory area, nose	SSp-n-R	1A8064	0.0
10045	right Primary somatosensory area, nose, layer 1	SSp-n1-R	197E63	0.20251563461897604
10046	right Primary somatosensory area, nose, layer 2/3	SSp-n2/3-R	1B7F64	0.3201562652066059
10047	right Primary somatosensory area, nose, layer 4	SSp-n4-R	1A8062	0.2739531380120752
10048	right Primary somatosensory area, nose, layer 5	SSp-n5-R	197E62	0.2835156384662696
10049	right Primary somatosensory area, nose, layer 6a	SSp-n6a-R	187D62	0.4025468941199506
10050	right Primary somatosensory area, nose, layer 6b	SSp-n6b-R	1B7E64	0.026875001276494004
10051	right Primary somatosensory area, barrel field	SSp-bfd-R	197F64	0.0
10052	right Primary somatosensory area, barrel field, layer 1	SSp-bfd1-R	188060	0.4194687699236965
10053	right Primary somatosensory area, barrel field, layer 2/3	SSp-bfd2/3-R	187F63	0.758093786007521
10054	right Primary somatosensory area, barrel field, layer 4	SSp-bfd4-R	197C64	0.6413750304636778
10055	right Primary somatosensory area, barrel field, layer 5	SSp-bfd5-R	1A7D62	0.6041875286973664
10056	right Primary somatosensory area, barrel field, layer 6a	SSp-bfd6a-R	198060	0.6487500308139715
10057	right Primary somatosensory area, barrel field, layer 6b	SSp-bfd6b-R	1A7E61	0.07264062845024455
10058	right Rostrolateral lateral visual area	VISrll-R	1B7F61	0.0
10059	right Rostrolateral lateral visual area, layer 1	VISrll1-R	1B7D63	0.0
10060	right Rostrolateral lateral visual area, layer 2/3	VISrll2/3-R	187E60	0.0
10061	right Rostrolateral lateral visual area, layer 4	VISrll4-R	187C62	0.0
10062	right Rostrolateral lateral visual area,layer 5	VISrll5-R	1A8060	0.0
10063	right Rostrolateral lateral visual area, layer 6a	VISrll6a-R	1A7C64	0.0
10064	right Rostrolateral lateral visual area, layer 6b	VISrll6b-R	1C8062	0.0
10065	right Primary somatosensory area, lower limb	SSp-ll-R	197F63	0.0
10066	right Primary somatosensory area, lower limb, layer 1	SSp-ll1-R	187F60	0.1499687571231334
10067	right Primary somatosensory area, lower limb, layer 2/3	SSp-ll2/3-R	187F64	0.323343765358004
10068	right Primary somatosensory area, lower limb, layer 4	SSp-ll4-R	1C7F64	0.13634375647598063
10069	right Primary somatosensory area, lower limb, layer 5	SSp-ll5-R	197C63	0.2776875131894485
10070	right Primary somatosensory area, lower limb, layer 6a	SSp-ll6a-R	1A7F64	0.2637812625289371
10071	right Primary somatosensory area, lower limb, layer 6b	SSp-ll6b-R	197F62	0.024968751185951987
10072	right Primary somatosensory area, mouth	SSp-m-R	188062	0.0
10073	right Primary somatosensory area, mouth, layer 1	SSp-m1-R	187E61	0.392218768629391
10074	right Primary somatosensory area, mouth, layer 2/3	SSp-m2/3-R	1A7E64	0.7497031606089877
10075	right Primary somatosensory area, mouth, layer 4	SSp-m4-R	1B7F62	0.47342189748633245
10076	right Primary somatosensory area, mouth, layer 5	SSp-m5-R	1B7E63	0.6092500289378222
10077	right Primary somatosensory area, mouth, layer 6a	SSp-m6a-R	187D61	0.8255625392121146
10078	right Primary somatosensory area, mouth, layer 6b	SSp-m6b-R	188064	0.05734375272368197
10079	right Primary somatosensory area, upper limb	SSp-ul-R	187E63	0.0
10080	right Primary somatosensory area, upper limb, layer 1	SSp-ul1-R	197E64	0.23126563598452776
10081	right Primary somatosensory area, upper limb, layer 2/3	SSp-ul2/3-R	197F61	0.48934377324258094
10082	right Primary somatosensory area, upper limb, layer 4	SSp-ul4-R	1A7F63	0.26164063742726285
10083	right Primary somatosensory area, upper limb, layer 5	SSp-ul5-R	187E62	0.3961875188178965
10084	right Primary somatosensory area, upper limb, layer 6a	SSp-ul6a-R	197D61	0.47053127234903513
10085	right Primary somatosensory area, upper limb, layer 6b	SSp-ul6b-R	1C8064	0.03718750176631147
10086	right Primary somatosensory area, trunk	SSp-tr-R	187F62	0.0
10087	right Primary somatosensory area, trunk, layer 1	SSp-tr1-R	187C64	0.10210937984993507
10088	right Primary somatosensory area, trunk, layer 2/3	SSp-tr2/3-R	188061	0.2115156350464531
10089	right Primary somatosensory area, trunk, layer 4	SSp-tr4-R	1B7E62	0.0766250036394922
10090	right Primary somatosensory area, trunk, layer 5	SSp-tr5-R	197F60	0.17676563339591667
10091	right Primary somatosensory area, trunk, layer 6a	SSp-tr6a-R	188063	0.11623438052083657
10092	right Primary somatosensory area, trunk, layer 6b	SSp-tr6b-R	1A8063	0.017109375812651706
10093	right Primary somatosensory area, unassigned	SSp-un-R	1A7D64	0.0
10094	right Primary somatosensory area, unassigned, layer 1	SSp-un1-R	1B8062	0.0830156289430306
10095	right Primary somatosensory area, unassigned, layer 2/3	SSp-un2/3-R	1C7F63	0.16593750788160833
10096	right Primary somatosensory area, unassigned, layer 4	SSp-un4-R	197E61	0.09387500445882324
10097	right Primary somatosensory area, unassigned, layer 5	SSp-un5-R	197D62	0.12881250611826545
10098	right Primary somatosensory area, unassigned, layer 6a	SSp-un6a-R	1A7F61	0.14742188200216333
10099	right Primary somatosensory area, unassigned, layer 6b	SSp-un6b-R	1A7D63	0.012187500578875188
10100	right Supplemental somatosensory area	SSs-R	198062	0.0
10101	right Supplemental somatosensory area, layer 1	SSs1-R	1A7E62	0.6234531546124344
10102	right Supplemental somatosensory area, layer 2/3	SSs2/3-R	1B8063	1.072343800933595
10103	right Supplemental somatosensory area, layer 4	SSs4-R	187C63	0.5826562776746869
10104	right Supplemental somatosensory area, layer 5	SSs5-R	1C8063	1.0927813019043242
10105	right Supplemental somatosensory area, layer 6a	SSs6a-R	197D63	1.0363437992236868
10106	right Supplemental somatosensory area, layer 6b	SSs6b-R	1A8061	0.10300000489223748
10107	right Gustatory areas	GU-R	019B75	0.0
10108	right Gustatory areas, layer 1	GU1-R	009C75	0.0988750046963105
10109	right Gustatory areas, layer 2/3	GU2/3-R	009B75	0.20101563454772986
10110	right Gustatory areas, layer 4	GU4-R	009C74	0.07379687850516348
10111	right Gustatory areas, layer 5	GU5-R	019C75	0.2721718879274704
10112	right Gustatory areas, layer 6a	GU6a-R	009B74	0.21868751038709888
10113	right Gustatory areas, layer 6b	GU6b-R	019C74	0.019281250915810233
10114	right Visceral area	VISC-R	11AD83	0.0
10115	right Visceral area, layer 1	VISC1-R	12AD83	0.16690625792762148
10116	right Visceral area, layer 2/3	VISC2/3-R	12AC83	0.27107813787552004
10117	right Visceral area, layer 4	VISC4-R	11AC82	0.0911093793274631
10118	right Visceral area, layer 5	VISC5-R	12AD82	0.35278126675621024
10119	right Visceral area, layer 6a	VISC6a-R	11AC83	0.26907813778052514
10120	right Visceral area, layer 6b	VISC6b-R	11AD82	0.025390626205989975
10121	right Auditory areas	AUD-R	019299	0.0
10122	right Dorsal auditory area	AUDd-R	049399	0.0
10123	right Dorsal auditory area, layer 1	AUDd1-R	039399	0.09871875468888902
10124	right Dorsal auditory area, layer 2/3	AUDd2/3-R	029397	0.16345313276360685
10125	right Dorsal auditory area, layer 4	AUDd4-R	039398	0.06639062815338548
10126	right Dorsal auditory area, layer 5	AUDd5-R	029398	0.17121875813245424
10127	right Dorsal auditory area, layer 6a	AUDd6a-R	019399	0.09214062937644485
10128	right Dorsal auditory area, layer 6b	AUDd6b-R	019398	0.015046875714688213
10129	right Laterolateral anterior visual area	VISlla-R	029099	0.0
10130	right Laterolateral anterior visual area, layer 1	VISlla1-R	029299	0.0
10131	right Laterolateral anterior visual area, layer 2/3	VISlla2/3-R	049398	0.0
10132	right Laterolateral anterior visual area, layer 4	VISlla4-R	049299	0.0
10133	right Laterolateral anterior visual area,layer 5	VISlla5-R	029296	0.0
10134	right Laterolateral anterior visual area, layer 6a	VISlla6a-R	019199	0.0
10135	right Laterolateral anterior visual area, layer 6b	VISlla6b-R	019297	0.0
10136	right Primary auditory area	AUDp-R	039297	0.0
10137	right Primary auditory area, layer 1	AUDp1-R	029297	0.18868750896217534
10138	right Primary auditory area, layer 2/3	AUDp2/3-R	019298	0.23571876119603985
10139	right Primary auditory area, layer 4	AUDp4-R	039397	0.1173593805742712
10140	right Primary auditory area, layer 5	AUDp5-R	039199	0.357093766961043
10141	right Primary auditory area, layer 6a	AUDp6a-R	019396	0.14903125707860454
10142	right Primary auditory area, layer 6b	AUDp6b-R	039198	0.027203126292079105
10143	right Posterior auditory area	AUDpo-R	029396	0.0
10144	right Posterior auditory area, layer 1	AUDpo1-R	039299	0.056125002665794455
10145	right Posterior auditory area, layer 2/3	AUDpo2/3-R	029199	0.07325000347918831
10146	right Posterior auditory area, layer 4	AUDpo4-R	039298	0.03718750176631147
10147	right Posterior auditory area, layer 5	AUDpo5-R	019197	0.09070312930816726
10148	right Posterior auditory area, layer 6a	AUDpo6a-R	029399	0.039312501867243554
10149	right Posterior auditory area, layer 6b	AUDpo6b-R	029298	0.008734375414860551
10150	right Ventral auditory area	AUDv-R	019296	0.0
10151	right Ventral auditory area, layer 1	AUDv1-R	019099	0.14425000685150735
10152	right Ventral auditory area, layer 2/3	AUDv2/3-R	029198	0.19193750911654206
10153	right Ventral auditory area, layer 4	AUDv4-R	029197	0.10720313009187521
10154	right Ventral auditory area, layer 5	AUDv5-R	019098	0.30201563934497244
10155	right Ventral auditory area, layer 6a	AUDv6a-R	019397	0.14120313170678855
10156	right Ventral auditory area, layer 6b	AUDv6b-R	019198	0.023296876106542186
10157	right Visual areas	VIS-R	098489	0.0
10158	right Visual areas, layer 1	VIS1-R	08828A	0.0
10159	right Visual areas, layer 2/3	VIS2/3-R	0B858C	0.0
10160	right Visual areas, layer 4	VIS4-R	09828A	0.0
10161	right Visual areas, layer 5	VIS5-R	08818C	0.0
10162	right Visual areas, layer 6a	VIS6a-R	0A838C	0.0
10163	right Visual areas, layer 6b	VIS6b-R	09838A	0.0
10164	right Anterolateral visual area	VISal-R	09838C	0.0
10165	right Anterolateral visual area, layer 1	VISal1-R	0B838B	0.05829687776895298
10166	right Anterolateral visual area, layer 2/3	VISal2/3-R	098389	0.09903125470373197
10167	right Anterolateral visual area, layer 4	VISal4-R	088588	0.05206250247283606
10168	right Anterolateral visual area, layer 5	VISal5-R	08848B	0.1015312548224756
10169	right Anterolateral visual area, layer 6a	VISal6a-R	09828C	0.05535937762942922
10170	right Anterolateral visual area, layer 6b	VISal6b-R	0B848C	0.010984375521729817
10171	right Anteromedial visual area	VISam-R	08838B	0.0
10172	right Anteromedial visual area, layer 1	VISam1-R	09848B	0.0675468782083044
10173	right Anteromedial visual area, layer 2/3	VISam2/3-R	0B848A	0.10382812993157131
10174	right Anteromedial visual area, layer 4	VISam4-R	09858A	0.03012500143086072
10175	right Anteromedial visual area, layer 5	VISam5-R	0A848B	0.11346875538947643
10176	right Anteromedial visual area, layer 6a	VISam6a-R	0A828B	0.06817187823799031
10177	right Anteromedial visual area, layer 6b	VISam6b-R	08838A	0.01231250058481237
10178	right Lateral visual area	VISl-R	0A848C	0.0
10179	right Lateral visual area, layer 1	VISl1-R	09848A	0.09240625438906136
10180	right Lateral visual area, layer 2/3	VISl2/3-R	0A8489	0.1509218821684044
10181	right Lateral visual area, layer 4	VISl4-R	08828B	0.08960937925621693
10182	right Lateral visual area, layer 5	VISl5-R	0B858B	0.15721875746748992
10183	right Lateral visual area, layer 6a	VISl6a-R	08848C	0.10365625492340769
10184	right Lateral visual area, layer 6b	VISl6b-R	09858C	0.019015625903193722
10185	right Primary visual area	VISp-R	0A858C	0.0
10186	right Primary visual area, layer 1	VISp1-R	098589	0.631125029976829
10187	right Primary visual area, layer 2/3	VISp2/3-R	0A828C	1.0000156724981935
10188	right Primary visual area, layer 4	VISp4-R	0B848B	0.5121875243276008
10189	right Primary visual area, layer 5	VISp5-R	088389	0.7760312868595065
10190	right Primary visual area, layer 6a	VISp6a-R	08858C	0.534531275388872
10191	right Primary visual area, layer 6b	VISp6b-R	08858A	0.08128125386065221
10192	right Posterolateral visual area	VISpl-R	09838B	0.0
10193	right Posterolateral visual area, layer 1	VISpl1-R	0A838A	0.09435937948182982
10194	right Posterolateral visual area, layer 2/3	VISpl2/3-R	09848C	0.1042500049516093
10195	right Posterolateral visual area, layer 4	VISpl4-R	0B858A	0.017875000849016942
10196	right Posterolateral visual area, layer 5	VISpl5-R	0B838C	0.12145313076871389
10197	right Posterolateral visual area, layer 6a	VISpl6a-R	08838C	0.05359375254556653
10198	right Posterolateral visual area, layer 6b	VISpl6b-R	08848A	0.004218750200379873
10199	right posteromedial visual area	VISpm-R	0A838B	0.0
10200	right posteromedial visual area, layer 1	VISpm1-R	0A8589	0.09432812948034552
10201	right posteromedial visual area, layer 2/3	VISpm2/3-R	08858B	0.1465625069613452
10202	right posteromedial visual area, layer 4	VISpm4-R	09828B	0.04925000233924948
10203	right posteromedial visual area, layer 5	VISpm5-R	088489	0.14307813179584628
10204	right posteromedial visual area, layer 6a	VISpm6a-R	09858B	0.07560937859125261
10205	right posteromedial visual area, layer 6b	VISpm6b-R	088589	0.01371875065160566
10206	right Laterointermediate area	VISli-R	0A858B	0.0
10207	right Laterointermediate area, layer 1	VISli1-R	0C858C	0.03731250177224865
10208	right Laterointermediate area, layer 2/3	VISli2/3-R	0A858A	0.05843750277563231
10209	right Laterointermediate area, layer 4	VISli4-R	08828C	0.028546876355903805
10210	right Laterointermediate area, layer 5	VISli5-R	0A848A	0.0742968785289122
10211	right Laterointermediate area, layer 6a	VISli6a-R	088488	0.03953125187763362
10212	right Laterointermediate area, layer 6b	VISli6b-R	08818B	0.008218750390369678
10213	right Postrhinal area	VISpor-R	098588	0.0
10214	right Postrhinal area, layer 1	VISpor1-R	09818C	0.12531250595202437
10215	right Postrhinal area, layer 2/3	VISpor2/3-R	0A8389	0.1869062588775705
10216	right Postrhinal area, layer 4	VISpor4-R	0A828A	0.030250001436797902
10217	right Postrhinal area, layer 5	VISpor5-R	0B838A	0.19259375914771226
10218	right Postrhinal area, layer 6a	VISpor6a-R	0C858B	0.0900937542792235
10219	right Postrhinal area, layer 6b	VISpor6b-R	0C848C	0.016375000777770765
10220	right Anterior cingulate area	ACA-R	40A666	0.0
10221	right Anterior cingulate area, layer 1	ACA1-R	3FA565	0.0
10222	right Anterior cingulate area, layer 2/3	ACA2/3-R	3FA564	0.0
10223	right Anterior cingulate area, layer 5	ACA5-R	40A466	0.0
10224	right Anterior cingulate area, layer 6a	ACA6a-R	3FA666	0.0
10225	right Anterior cingulate area, layer 6b	ACA6b-R	3FA665	0.0
10226	right Anterior cingulate area, dorsal part	ACAd-R	40A665	0.0
10227	right Anterior cingulate area, dorsal part, layer 1	ACAd1-R	3EA665	0.306203139543868
10228	right Anterior cingulate area, dorsal part, layer 2/3	ACAd2/3-R	40A565	0.3067812645713275
10229	right Anterior cingulate area, dorsal part, layer 5	ACAd5-R	3EA566	0.5977187783901172
10230	right Anterior cingulate area, dorsal part, layer 6a	ACAd6a-R	3FA664	0.35018751663301373
10231	right Anterior cingulate area, dorsal part, layer 6b	ACAd6b-R	3FA466	0.012468750592233846
10232	right Anterior cingulate area, ventral part	ACAv-R	40A566	0.0
10233	right Anterior cingulate area, ventral part, layer 1	ACAv1-R	40A664	0.23935938636896026
10234	right Anterior cingulate area, ventral part, layer 2/3	ACAv2/3-R	3FA566	0.2618593874376529
10235	right Anterior cingulate area, ventral part, layer 5	ACAv5-R	3EA666	0.4982187736641208
10236	right Anterior cingulate area, ventral part, 6a	ACAv6a-R	40A564	0.18167188362895104
10237	right Anterior cingulate area, ventral part, 6b	ACAv6b-R	40A465	0.03106250147538958
10238	right Prelimbic area	PL-R	2EA750	0.0
10239	right Prelimbic area, layer 1	PL1-R	2FA750	0.2644687625615916
10240	right Prelimbic area, layer 2	PL2-R	2EA850	0.0
10241	right Prelimbic area, layer 2/3	PL2/3-R	2FA74F	0.21139063504051592
10242	right Prelimbic area, layer 5	PL5-R	2EA84F	0.49095314831902215
10243	right Prelimbic area, layer 6a	PL6a-R	2FA850	0.2320000110194087
10244	right Prelimbic area, layer 6b	PL6b-R	2FA84F	0.010718750509113306
10245	right Infralimbic area	ILA-R	59B363	0.0
10246	right Infralimbic area, layer 1	ILA1-R	59B263	0.07700000365730375
10247	right Infralimbic area, layer 2	ILA2-R	58B363	0.0
10248	right Infralimbic area, layer 2/3	ILA2/3-R	59B362	0.07151562839680992
10249	right Infralimbic area, layer 5	ILA5-R	59B262	0.16692188292836363
10250	right Infralimbic area, layer 6a	ILA6a-R	58B362	0.10248437986774661
10251	right Infralimbic area, layer 6b	ILA6b-R	58B263	0.005453125259009539
10252	right Orbital area	ORB-R	23895C	0.0
10253	right Orbital area, layer 1	ORB1-R	248A5E	0.0
10254	right Orbital area, layer 2/3	ORB2/3-R	24885E	0.0
10255	right Orbital area, layer 5	ORB5-R	24895E	0.0
10256	right Orbital area, layer 6a	ORB6a-R	23895E	0.0
10257	right Orbital area, layer 6b	ORB6b-R	228A5E	0.0
10258	right Orbital area, lateral part	ORBl-R	23885D	0.0
10259	right Orbital area, lateral part, layer 1	ORBl1-R	238A5D	0.1872656338946399
10260	right Orbital area, lateral part, layer 2/3	ORBl2/3-R	238A5E	0.31064063975463796
10261	right Orbital area, lateral part, layer 5	ORBl5-R	228A5D	0.6040937786929135
10262	right Orbital area, lateral part, layer 6a	ORBl6a-R	24895D	0.23884376134446939
10263	right Orbital area, lateral part, layer 6b	ORBl6b-R	248A5C	0.02273437607982487
10264	right Orbital area, medial part	ORBm-R	22895D	0.0
10265	right Orbital area, medial part, layer 1	ORBm1-R	23895D	0.21559376024015364
10266	right Orbital area, medial part, layer 2	ORBm2-R	24895C	0.0
10267	right Orbital area, medial part, layer 2/3	ORBm2/3-R	24885D	0.1566562574407726
10268	right Orbital area, medial part, layer 5	ORBm5-R	23885E	0.23568751119455555
10269	right Orbital area, medial part, layer 6a	ORBm6a-R	22885E	0.09321875442765304
10270	right Orbital area, medial part, layer 6b	ORBm6b-R	24875E	0.0019218750912841642
10271	right Orbital area, ventral part	ORBv-R	24885C	0.0
10272	right Orbital area, ventrolateral part	ORBvl-R	228A5C	0.0
10273	right Orbital area, ventrolateral part, layer 1	ORBvl1-R	248A5B	0.19310938417220314
10274	right Orbital area, ventrolateral part, layer 2/3	ORBvl2/3-R	248A5D	0.2616875124294893
10275	right Orbital area, ventrolateral part, layer 5	ORBvl5-R	23885C	0.3094062646960083
10276	right Orbital area, ventrolateral part, layer 6a	ORBvl6a-R	238A5C	0.11915625565961818
10277	right Orbital area, ventrolateral part, layer 6b	ORBvl6b-R	22895E	0.004937500234518666
10278	right Agranular insular area	AI-R	219866	0.0
10279	right Agranular insular area, dorsal part	AId-R	219865	0.0
10280	right Agranular insular area, dorsal part, layer 1	AId1-R	209764	0.23017188593257742
10281	right Agranular insular area, dorsal part, layer 2/3	AId2/3-R	209765	0.4625312719690555
10282	right Agranular insular area, dorsal part, layer 5	AId5-R	209665	0.7556562858917459
10283	right Agranular insular area, dorsal part, layer 6a	AId6a-R	209666	0.3905625185507233
10284	right Agranular insular area, dorsal part, layer 6b	AId6b-R	1F9766	0.023765626128806616
10285	right Agranular insular area, posterior part	AIp-R	219766	0.0
10286	right Agranular insular area, posterior part, layer 1	AIp1-R	219765	0.21185938506278035
10287	right Agranular insular area, posterior part, layer 2/3	AIp2/3-R	209865	0.40154689407245314
10288	right Agranular insular area, posterior part, layer 5	AIp5-R	219864	0.3762343928701739
10289	right Agranular insular area, posterior part, layer 6a	AIp6a-R	209766	0.21782813534628076
10290	right Agranular insular area, posterior part, layer 6b	AIp6b-R	219666	0.010406250494270353
10291	right Agranular insular area, ventral part	AIv-R	209866	0.0
10292	right Agranular insular area, ventral part, layer 1	AIv1-R	209864	0.1250937559416343
10293	right Agranular insular area, ventral part, layer 2/3	AIv2/3-R	219764	0.2971875141156488
10294	right Agranular insular area, ventral part, layer 5	AIv5-R	1F9865	0.35979689208943455
10295	right Agranular insular area, ventral part, layer 6a	AIv6a-R	1F9866	0.08346875396455289
10296	right Agranular insular area, ventral part, layer 6b	AIv6b-R	219665	0.0015312500727304723
10297	right Retrosplenial area	RSP-R	1AA698	0.0
10298	right Retrosplenial area, lateral agranular part	RSPagl-R	1BA497	0.0
10299	right Retrosplenial area, lateral agranular part, layer 1	RSPagl1-R	1BA696	0.25292188701314444
10300	right Retrosplenial area, lateral agranular part, layer 2/3	RSPagl2/3-R	1AA496	0.33521876592203625
10301	right Retrosplenial area, lateral agranular part, layer 5	RSPagl5-R	1CA697	0.3660156423848093
10302	right Retrosplenial area, lateral agranular part, layer 6a	RSPagl6a-R	1CA597	0.20526563474959403
10303	right Retrosplenial area, lateral agranular part, layer 6b	RSPagl6b-R	1AA598	0.01789062584975909
10304	right Mediomedial anterior visual area	VISmma-R	1CA696	0.0
10305	right Mediomedial anterior visual area, layer 1	VISmma1-R	1CA498	0.0
10306	right Mediomedial anterior visual area, layer 2/3	VISmma2/3-R	1AA695	0.0
10307	right Mediomedial anterior visual area, layer 4	VISmma4-R	1AA398	0.0
10308	right Mediomedial anterior visual area,layer 5	VISmma5-R	1BA496	0.0
10309	right Mediomedial anterior visual area, layer 6a	VISmma6a-R	1CA596	0.0
10310	right Mediomedial anterior visual area, layer 6b	VISmma6b-R	1CA497	0.0
10311	right Mediomedial posterior visual area	VISmmp-R	1DA698	0.0
10312	right Mediomedial posterior visual area, layer 1	VISmmp1-R	1AA595	0.0
10313	right Mediomedial posterior visual area, layer 2/3	VISmmp2/3-R	1AA397	0.0
10314	right Mediomedial posterior visual area, layer 4	VISmmp4-R	1BA695	0.0
10315	right Mediomedial posterior visual area,layer 5	VISmmp5-R	1BA398	0.0
10316	right Mediomedial posterior visual area, layer 6a	VISmmp6a-R	1DA697	0.0
10317	right Mediomedial posterior visual area, layer 6b	VISmmp6b-R	1DA598	0.0
10318	right Medial visual area	VISm-R	1BA595	0.0
10319	right Medial visual area, layer 1	VISm1-R	1BA397	0.0
10320	right Medial visual area, layer 2/3	VISm2/3-R	1DA597	0.0
10321	right Medial visual area, layer 4	VISm4-R	1CA496	0.0
10322	right Medial visual area,layer 5	VISm5-R	1AA495	0.0
10323	right Medial visual area, layer 6a	VISm6a-R	1AA396	0.0
10324	right Medial visual area, layer 6b	VISm6b-R	1CA695	0.0
10325	right Retrosplenial area, dorsal part	RSPd-R	1CA598	0.0
10326	right Retrosplenial area, dorsal part, layer 1	RSPd1-R	1BA598	0.41226564458156645
10327	right Retrosplenial area, dorsal part, layer 2/3	RSPd2/3-R	1BA697	0.48695314812903234
10328	right Retrosplenial area, dorsal part, layer 4	RSPd4-R	1AA696	0.0
10329	right Retrosplenial area, dorsal part, layer 5	RSPd5-R	1AA596	0.6018750285875285
10330	right Retrosplenial area, dorsal part, layer 6a	RSPd6a-R	1AA697	0.37929689301563485
10331	right Retrosplenial area, dorsal part, layer 6b	RSPd6b-R	1BA698	0.01600000075995922
10332	right Retrosplenial area, ventral part	RSPv-R	1BA596	0.0
10333	right Retrosplenial area, ventral part, layer 1	RSPv1-R	1BA597	0.4836562729724392
10334	right Retrosplenial area, ventral part, layer 2	RSPv2-R	1CA698	0.0
10335	right Retrosplenial area, ventral part, layer 2/3	RSPv2/3-R	1AA597	0.5090937741806556
10336	right Retrosplenial area, ventral part, layer 5	RSPv5-R	1BA498	0.8369062897509139
10337	right Retrosplenial area, ventral part, layer 6a	RSPv6a-R	1AA498	0.32978126566376886
10338	right Retrosplenial area, ventral part, layer 6b	RSPv6b-R	1AA497	0.02401562614068098
10339	right Posterior parietal association areas	PTLp-R	009FAC	0.0
10340	right Posterior parietal association areas, layer 1	PTLp1-R	009DAB	0.0
10341	right Posterior parietal association areas, layer 2/3	PTLp2/3-R	009EAC	0.0
10342	right Posterior parietal association areas, layer 4	PTLp4-R	019FAA	0.0
10343	right Posterior parietal association areas, layer 5	PTLp5-R	019DAC	0.0
10344	right Posterior parietal association areas, layer 6a	PTLp6a-R	019FAB	0.0
10345	right Posterior parietal association areas, layer 6b	PTLp6b-R	009FAA	0.0
10346	right Anterior area	VISa-R	009FAB	0.0
10347	right Anterior area, layer 1	VISa1-R	019FAC	0.11993750569672557
10348	right Anterior area, layer 2/3	VISa2/3-R	009EAB	0.2129218851132464
10349	right Anterior area, layer 4	VISa4-R	019EAC	0.07762500368698966
10350	right Anterior area, layer 5	VISa5-R	019EAB	0.17743750842782902
10351	right Anterior area, layer 6a	VISa6a-R	009DAC	0.11134375528854434
10352	right Anterior area, layer 6b	VISa6b-R	029FAC	0.019656250933621777
10353	right Rostrolateral visual area	VISrl-R	009EAA	0.0
10354	right Rostrolateral area, layer 1	VISrl1-R	029FAB	0.08487500403134618
10355	right Rostrolateral area, layer 2/3	VISrl2/3-R	029EAC	0.1378437565472268
10356	right Rostrolateral area, layer 4	VISrl4-R	019EAA	0.07306250347028254
10357	right Rostrolateral area, layer 5	VISrl5-R	019DAB	0.12232813081027416
10358	right Rostrolateral area, layer 6a	VISrl6a-R	029EAB	0.07568750359496335
10359	right Rostrolateral area, layer 6b	VISrl6b-R	009DAA	0.014156250672385795
10360	right Temporal association areas	TEa-R	16B0B3	0.0
10361	right Temporal association areas, layer 1	TEa1-R	15B0B3	0.26396876253784285
10362	right Temporal association areas, layer 2/3	TEa2/3-R	16AFB3	0.3482500165409874
10363	right Temporal association areas, layer 4	TEa4-R	15B0B2	0.1559375074066338
10364	right Temporal association areas, layer 5	TEa5-R	15AFB3	0.47590627260433394
10365	right Temporal association areas, layer 6a	TEa6a-R	15AFB2	0.26348438751483627
10366	right Temporal association areas, layer 6b	TEa6b-R	16B0B2	0.043468752064654836
10367	right Perirhinal area	PERI-R	0F9683	0.0
10368	right Perirhinal area, layer 1	PERI1-R	0E9584	0.1109375052692485
10369	right Perirhinal area, layer 2/3	PERI2/3-R	0E9583	0.16654688291055209
10370	right Perirhinal area, layer 5	PERI5-R	0F9684	0.08400000398978591
10371	right Perirhinal area, layer 6a	PERI6a-R	0E9684	0.027000001282431185
10372	right Perirhinal area, layer 6b	PERI6b-R	0E9683	0.006515625309475581
10373	right Ectorhinal area	ECT-R	0D9E91	0.0
10374	right Ectorhinal area/Layer 1	ECT1-R	0D9F90	0.1284687561019382
10375	right Ectorhinal area/Layer 2/3	ECT2/3-R	0D9F91	0.2390468863541173
10376	right Ectorhinal area/Layer 5	ECT5-R	0D9E90	0.2643750125571387
10377	right Ectorhinal area/Layer 6a	ECT6a-R	0E9F91	0.1947656342508708
10378	right Ectorhinal area/Layer 6b	ECT6b-R	0E9F90	0.029500001401174814
10379	right Olfactory areas	OLF-R	99D2BD	2.5076719941080228
10380	right Main olfactory bulb	MOB-R	9AD1BD	8.23128164096488
10381	right Main olfactory bulb, glomerular layer	MOBgl-R	82C7AE	0.0
10382	right Main olfactory bulb, granule layer	MOBgr-R	82C7AD	0.0
10383	right Main olfactory bulb, inner plexiform layer	MOBipl-R	9AD2BD	0.0
10384	right Main olfactory bulb, mitral layer	MOBmi-R	82C6AE	0.0
