index,name,n_PBS,n_Lecanemab,mean_PBS,mean_Lecanemab,median_PBS,median_Lecanemab,log2fc_Lec_over_PBS,t_stat,p_value,p_value_fdr
52,"left Primary somatosensory area, barrel field, layer 1",5,4,314.8995819514708,86.09148661018227,300.5805855530762,78.99115781758991,-1.8709493572143974,-4.858897873014347,0.0027659133893205884,0.2572299452068147
19,"left Primary motor area, Layer 1",5,4,1085.0410335044012,597.1685688046122,1031.1849822063728,538.5605129802868,-0.8615394645781381,-2.096485161233958,0.07458428447018266,0.27438519433794306
45,"left Primary somatosensory area, nose, layer 1",5,4,465.85654208553444,144.86537315262115,386.9430361839749,131.52250983593237,-1.68517296148092,-3.5046389815744803,0.018281357737534434,0.27438519433794306
46,"left Primary somatosensory area, nose, layer 2/3",5,3,355.0023766279999,36.381041833505925,302.53708472073345,24.892291780819843,-3.2865699202589918,-2.7210910199834437,0.04848279236061593,0.27438519433794306
55,"left Primary somatosensory area, barrel field, layer 5",5,4,158.10417312984663,5.589089830664828,160.07153275024066,4.024144678078676,-4.822118274480342,-3.178304534504254,0.03325700159916619,0.27438519433794306
54,"left Primary somatosensory area, barrel field, layer 4",5,3,114.97281931903699,11.286934515925095,96.19546462436159,4.617382301969356,-3.348567219870462,-2.3545672792821257,0.0752447515364059,0.27438519433794306
53,"left Primary somatosensory area, barrel field, layer 2/3",5,3,432.4809126121395,26.319723589120525,530.2826127671669,22.43158260436408,-4.038420218262342,-3.398969552734535,0.025937535067164133,0.27438519433794306
25,"left Secondary motor area, layer 1",5,5,1047.4051610113565,387.5449932426747,951.4932824913067,468.54477757586164,-1.4343838992920523,-2.5795561505702573,0.045832317369956195,0.27438519433794306
73,"left Primary somatosensory area, mouth, layer 1",5,5,165.2345211230072,80.19970713540363,142.950985195477,72.00104769036892,-1.0428462554148181,-2.1285936149441156,0.06609062299514817,0.27438519433794306
74,"left Primary somatosensory area, mouth, layer 2/3",5,3,180.68506265611558,45.80303161737195,260.6034557540128,39.48537208394134,-1.979962246739942,-2.077903301661165,0.09375419251131092,0.27438519433794306
66,"left Primary somatosensory area, lower limb, layer 1",5,4,59.187644050100644,28.60020005143248,57.468946582221136,26.317554976905008,-1.0492707934318883,-3.2545381168250485,0.02858668361602462,0.27438519433794306
67,"left Primary somatosensory area, lower limb, layer 2/3",5,4,109.77335136485802,7.178750556371507,80.40200623136089,4.922571810083319,-3.9346512886213074,-2.2002337472023803,0.09172993309015486,0.27438519433794306
76,"left Primary somatosensory area, mouth, layer 5",4,4,67.32587349749707,8.537309801448265,57.707891569283206,0.8645377014124827,-2.9793076046993403,-2.1231110675622156,0.11046077566799153,0.27438519433794306
87,"left Primary somatosensory area, trunk, layer 1",5,4,1530.7957750419685,737.0241864465173,1467.1279579968232,844.2906173377945,-1.0544979551204916,-3.049313519967346,0.038300612371501085,0.27438519433794306
81,"left Primary somatosensory area, upper limb, layer 2/3",5,4,128.2516187178109,18.29414981710516,138.65039861384963,14.121799858818019,-2.809522758672702,-2.86352771579544,0.03968480755466432,0.27438519433794306
80,"left Primary somatosensory area, upper limb, layer 1",5,4,464.2242218649659,162.77353542087258,417.0149789634439,172.1170314117988,-1.5119556425488683,-2.8955517512899136,0.03416833863206258,0.27438519433794306
88,"left Primary somatosensory area, trunk, layer 2/3",5,4,1128.4496908648891,45.428731516299884,1317.4332139726966,31.80011206140992,-4.634593268415278,-3.9589023106391945,0.01621145561578162,0.27438519433794306
90,"left Primary somatosensory area, trunk, layer 5",4,2,6.939317550217022,0.5905802170397466,7.323194691292858,0.5905802170397466,-3.554588849442695,-4.6596213789342515,0.011767438251389603,0.27438519433794306
94,"left Primary somatosensory area, unassigned, layer 1",5,4,24.960821451017136,7.817864506385164,23.946612001540142,5.071047247384971,-1.67481892719081,-3.0700396146183415,0.01828177993376995,0.27438519433794306
95,"left Primary somatosensory area, unassigned, layer 2/3",5,3,22.344263806113798,2.510591438889191,26.047386178475357,1.2552957194445955,-3.1538053355689586,-3.0865154672741966,0.031415972160932455,0.27438519433794306
97,"left Primary somatosensory area, unassigned, layer 5",5,2,11.971865545997517,0.9976554621664597,7.183119327598511,0.9976554621664597,-3.5849624993955778,-2.130886781350068,0.09830887489798064,0.27438519433794306
124,"left Dorsal auditory area, layer 2/3",5,2,35.26492315349822,5.83856343600964,33.863667928855904,5.83856343600964,-2.5945485493441667,-2.3303384234437603,0.07912568564247655,0.27438519433794306
101,"left Supplemental somatosensory area, layer 1",5,5,424.60627904488246,218.70077701384534,494.0944647207487,267.7165227172184,-0.9571673597681633,-2.595305792873454,0.03196058894533355,0.27438519433794306
102,"left Supplemental somatosensory area, layer 2/3",5,5,317.0565933732392,28.44619903161772,218.28506895789988,16.791159150607683,-3.478432580521187,-2.5270690371770046,0.06316588506454396,0.27438519433794306
154,"left Ventral auditory area, layer 5",4,3,8.326378661049473,1.2001987259170412,5.775956368475761,0.45007452221889044,-2.794415865321327,-2.2073135752228237,0.10168536170416363,0.27438519433794306
166,"left Anterolateral visual area, layer 2/3",5,4,190.4888502804993,14.632523415401481,159.62752816801617,10.641835211201077,-3.7024560636485755,-2.1189852326911622,0.10076407210779242,0.27438519433794306
179,"left Lateral visual area, layer 1",5,4,112.77315561616949,23.084024757676616,104.64757890146733,21.545089773831506,-2.288457002663996,-1.996060845648399,0.1150647589159116,0.27438519433794306
174,"left Anteromedial visual area, layer 4",5,2,2.205993130749504,0.34468642667960997,3.10217784011649,0.34468642667960997,-2.6780719015810974,-2.679975001721512,0.05523001967552731,0.27438519433794306
145,"left Posterior auditory area, layer 2/3",5,3,171.01746361400257,24.66598032894268,221.9938229604841,16.443986885961785,-2.79354912248252,-2.3707357276287544,0.07174190351958006,0.27438519433794306
151,"left Ventral auditory area, layer 1",5,5,65.80630368617392,34.115136972368475,61.9459066077217,37.70620402209148,-0.9478137797824984,-2.2529824173985125,0.05727019387646182,0.27438519433794306
152,"left Ventral auditory area, layer 2/3",5,4,32.48593771459356,7.086613836632252,24.746905461255484,8.098987241865432,-2.1966470083407215,-2.0832728708800765,0.10083459788488099,0.27438519433794306
138,"left Primary auditory area, layer 2/3",5,2,352.7826844135198,82.2403363986501,487.7702710540627,82.2403363986501,-2.100861680102215,-2.1132483904965857,0.09104152932402908,0.27438519433794306
190,"left Primary visual area, layer 6a",5,4,35.912929169235085,2.466547333051861,32.55842479628456,1.9732378664414887,-3.8639384498792384,-2.032419392330157,0.11152709894320248,0.27438519433794306
182,"left Lateral visual area, layer 5",4,3,433.7646127922342,27.93181218737871,431.3000411286419,19.716573308737914,-3.9569312780597894,-2.218796588556953,0.11255341133932083,0.27438519433794306
181,"left Lateral visual area, layer 4",5,3,265.03666222806,9.77995063572177,224.93886462160071,4.889975317860885,-4.760220946324437,-2.147875357037781,0.09798362069698174,0.27438519433794306
187,"left Primary visual area, layer 2/3",5,4,1693.3270310971807,83.06112531285771,1384.9742692615828,82.12785424192674,-4.349543399071952,-2.260924891113593,0.08624759378110694,0.27438519433794306
186,"left Primary visual area, layer 1",5,4,26290.90784215801,4999.999762512761,22045.45349835172,4909.09067592162,-2.3945640285388623,-2.2572538974666774,0.08633764452504275,0.27438519433794306
189,"left Primary visual area, layer 5",5,3,188.25845259666485,6.235897139708214,187.07691419124646,7.876922702789324,-4.915973700147267,-2.063018209501218,0.10803372591403142,0.27438519433794306
180,"left Lateral visual area, layer 2/3",5,4,151.64123181730776,8.321774916803475,135.6141097553159,7.397133259380867,-4.187627003011921,-2.2586960321298997,0.08636671454046345,0.27438519433794306
173,"left Anteromedial visual area, layer 2/3",5,3,7.272091254978781,2.0977186312438794,8.390874524975517,1.3984790874959194,-1.7935491220432165,-1.8620649222270511,0.11946293219595938,0.27775131735560554
70,"left Primary somatosensory area, lower limb, layer 6a",4,3,20.704528132331752,3.834171876357732,16.103521880702473,2.300503125814639,-2.4329594069695135,-2.0284899604533257,0.1244221368556115,0.28222582262370416
172,"left Anteromedial visual area, layer 1",4,4,104.21285536057628,69.84478603953517,101.9955605656704,69.84478603953517,-0.5773089281709091,-2.057542265959913,0.1315390989134319,0.29126514759402783
188,"left Primary visual area, layer 4",5,4,587.3030747298992,25.77565510030442,458.2338684498564,13.365154496454144,-4.5100241908574805,-1.834863966334983,0.14011615902131053,0.30304192532516
69,"left Primary somatosensory area, lower limb, layer 5",5,3,67.22301838981177,9.2086326561386,47.19424236271032,5.755395410086624,-2.8678964638574485,-1.7861637371087615,0.14575664925569187,0.30807655410862145
96,"left Primary somatosensory area, unassigned, layer 4",5,3,6.151431641914476,0.8369294750904048,2.196939872112313,0.3138485531589018,-2.877744248459737,-1.7342429799041128,0.1538922841353383,0.31113005270840133
183,"left Lateral visual area, layer 6a",3,2,3.1967378705891942,0.3914372902762279,3.914372902762279,0.3914372902762279,-3.029747340159719,-2.263157894736842,0.15195789130182744,0.31113005270840133
68,"left Primary somatosensory area, lower limb, layer 4",5,2,28.60959683246431,6.576918812060761,24.66344554522785,6.576918812060761,-2.1210154007924356,-1.5876621235199972,0.17778299159185063,0.35178336634132146
27,"left Secondary motor area, layer 5",5,4,455.82920659229575,169.54022183232905,346.4696058752681,126.43677560377081,-1.4268657862661085,-1.498857647752233,0.18253459185812262,0.3536607717251126
194,"left Posterolateral visual area, layer 2/3",5,3,88.2275669253892,16.33843831951652,42.013127107328195,7.002187851221366,-2.4329594072041574,-1.521400466435435,0.1976492300631302,0.3568928982295772
56,"left Primary somatosensory area, barrel field, layer 6a",5,2,44.202332530852054,1.9455251994213052,12.451361276296355,1.9455251994213052,-4.50589092902105,-1.5349827154747608,0.19955301836492487,0.3568928982295772
26,"left Secondary motor area, layer 2/3",5,4,675.3488051319554,180.76109078005942,547.1458513904021,170.40168323827822,-1.9015486519665805,-1.5530700020757646,0.19369878489926842,0.3568928982295772
48,"left Primary somatosensory area, nose, layer 5",4,2,366.11193419911854,40.34291285940701,280.3832443728787,40.34291285940701,-3.181897643076568,-1.6223510327549515,0.1976270625276955,0.3568928982295772
118,"left Visceral area, layer 5",5,3,118.55480147243964,35.925697415890795,73.48438107795845,34.29271116971394,-1.7224660244431027,-1.4611467707807069,0.21370985265826098,0.3572732406558833
47,"left Primary somatosensory area, nose, layer 4",5,2,270.03535857370554,64.67912780208516,113.18847365364904,64.67912780208516,-2.061776197569727,-1.4428907167684775,0.20875982910501623,0.3572732406558833
20,"left Primary motor area, Layer 2/3",5,4,1107.0321285868527,369.8847659038041,1061.581197094484,291.6169905192183,-1.5815493051379694,-1.454537786188579,0.20782655056512334,0.3572732406558833
7,"left Frontal pole, layer 1",5,4,171.08831473182912,90.47303572922516,189.8775960094159,86.00727345374239,-0.9191814421228218,-1.3657582791744318,0.22031592015143292,0.3572732406558833
83,"left Primary somatosensory area, upper limb, layer 5",4,3,189.57345071138406,24.43391142502283,122.59083146002837,7.582938028455363,-2.9558001960380307,-1.5124654479771165,0.22220359206309795,0.3572732406558833
137,"left Primary auditory area, layer 1",5,5,848.038390464934,526.501175953305,839.0712171518607,634.1072557101847,-0.6876928231244956,-1.3286655011742068,0.22281556944130357,0.3572732406558833
165,"left Anterolateral visual area, layer 1",5,4,196.7315081654824,108.94941116759313,180.54473850629716,118.2879321248154,-0.8525696363388651,-1.3121152802532976,0.23675751492595926,0.3685968102597111
85,"left Primary somatosensory area, upper limb, layer 6b",4,3,2.0420069041767377,6.223259136538629,2.3337221762019857,8.16802761670695,1.6076825767465541,1.6287411410189256,0.241767800277875,0.3685968102597111
103,"left Supplemental somatosensory area, layer 4",5,4,66.97215050246197,13.394430100492396,16.919280126937764,5.992245044957125,-2.321928094801195,-1.3537440575525552,0.24016119950010664,0.3685968102597111
195,"left Posterolateral visual area, layer 4",4,2,1.8751464067553107,0.6250488022517703,1.2500976045035406,0.6250488022517703,-1.5849624991824016,-1.414213562373095,0.25221549635550466,0.3723181136676498
104,"left Supplemental somatosensory area, layer 5",5,3,103.26675875069327,21.39634573386404,26.09883930174625,8.464488422187973,-2.2709396038656835,-1.3117958771815255,0.2521682025940881,0.3723181136676498
116,"left Visceral area, layer 2/3",5,4,41.86146058942697,20.58760356857064,27.45013809142752,17.72821418404694,-1.0238467419187554,-1.2941655404799508,0.25686547065868665,0.373257637050904
21,"left Primary motor area, Layer 5",5,4,45.2215335000738,10.307849547810939,20.172350727974095,7.869433525748136,-2.133266530755406,-1.211920384205636,0.28812801755523515,0.407135555025094
196,"left Posterolateral visual area, layer 5",4,3,6.125573981638904,1.675370661644828,4.083715987759269,0.6282639981168106,-1.8703647189578048,-1.245563309476006,0.2889349100178087,0.407135555025094
147,"left Posterior auditory area, layer 5",5,2,184.74225926645076,37.11340029906377,49.484533732085026,37.11340029906377,-2.3155018256968662,-1.173146408972841,0.3002768100492634,0.411483951111403
193,"left Posterolateral visual area, layer 1",5,4,358.05241745035175,41.198499915835455,44.94381809000231,41.198499915835455,-3.1195070944251,-1.1456629324801206,0.3157240943411021,0.411483951111403
117,"left Visceral area, layer 4",5,3,52.52279385788474,21.073960498534003,29.179329921047085,24.316108267539235,-1.3174821898151794,-1.1434339146665864,0.31163122462681003,0.411483951111403
105,"left Supplemental somatosensory area, layer 6a",5,3,527.450955339581,98.03921102966189,156.86273764745903,39.21568441186476,-2.427606172769919,-1.1286285992964078,0.31849893265329754,0.411483951111403
75,"left Primary somatosensory area, mouth, layer 4",5,3,52.51403291814248,18.5904941094928,59.22635291519829,1.4806588228799573,-1.4981378788696642,-1.1303197305357928,0.3015129263553964,0.411483951111403
77,"left Primary somatosensory area, mouth, layer 6a",4,4,134.13465088876654,21.949306509070883,59.22828740542937,2.7872135249613823,-2.6114347120273744,-1.1748851830878224,0.31856822021527975,0.411483951111403
110,"left Gustatory areas, layer 4",4,2,27.700829709211938,9.695290398224177,16.620497825527163,9.695290398224177,-1.5145731727330358,-1.0947974973864747,0.3526197775169207,0.4492279357407346
22,"left Primary motor area, Layer 6a",5,4,15.89168718215129,5.437797988305959,3.329264074473036,4.993896111709555,-1.5471778380871601,-0.9057228962786247,0.4131221636603429,0.49549843152167056
127,"left Dorsal auditory area, layer 6a",4,2,12.913026352102825,6.0767182833425055,7.595897854178132,6.0767182833425055,-1.0874628411246499,-0.9015037604471401,0.4203187862185018,0.49549843152167056
108,"left Gustatory areas, layer 1",5,5,164.80685912488394,111.58797753247352,168.81258139528043,128.7553586913156,-0.5625946876885265,-0.8933845361867032,0.398381067530148,0.49549843152167056
109,"left Gustatory areas, layer 2/3",5,5,79.44055566733553,41.39859943227344,39.1608373007992,13.986013321714001,-0.9402937538590445,-0.8751456548393902,0.4128376831987175,0.49549843152167056
84,"left Primary somatosensory area, upper limb, layer 6a",5,3,41.10370879934367,16.91510650178752,17.760861826876894,15.223595851608769,-1.2809563137808646,-0.8789147681934791,0.42090726978722554,0.49549843152167056
115,"left Visceral area, layer 1",5,5,113.14992981218552,77.89139771185071,144.0299513902565,89.87468966752006,-0.5386997780267374,-0.8862308578281876,0.4039841166348568,0.49549843152167056
82,"left Primary somatosensory area, upper limb, layer 4",5,2,26.34807753445533,12.269938067515964,9.041006997117027,12.269938067515964,-1.1025697335777231,-0.7538154933567807,0.48719058388294845,0.5663590537639276
111,"left Gustatory areas, layer 5",5,3,16.318063183446988,10.1411692100518,6.9144335523080445,9.680206973231263,-0.6862458365044876,-0.637329745959878,0.5575504468344774,0.6401505130321777
78,"left Primary somatosensory area, mouth, layer 6b",2,2,4.855210450853377,2.7744059719162157,4.855210450853377,2.7744059719162157,-0.8073549218347462,-0.6000000000000001,0.6559582607547387,0.7439526615876915
9,"left Frontal pole, layer 5",5,2,9.80721653863105,21.196242196396135,3.16361823826808,21.196242196396135,1.1118928799918553,0.5374152029803831,0.6777245192023355,0.7593780757327373
144,"left Posterior auditory area, layer 1",5,5,8.01968094711539,11.183408293225133,7.357505456069166,4.782378546444958,0.4797431886157683,0.42129538428035845,0.6929540673044069,0.7671991459441648
29,"left Secondary motor area, layer 6b",2,3,4.646839927985832,3.717471942388665,4.646839927985832,3.717471942388665,-0.32192809480974566,-0.48038446141526175,0.705309289465293,0.7716913402384971
112,"left Gustatory areas, layer 6a",4,3,5.542084946325187,6.9276061829064846,2.7710424731625936,6.927606182906484,0.3219280948352992,0.3779644730092274,0.7236773958894946,0.7825813699735233
106,"left Supplemental somatosensory area, layer 6b",4,2,21.647623746296965,19.242332218930635,14.431749164197976,19.242332218930635,-0.16992500143398176,-0.1815682598006408,0.8681174133337042,0.9279875797705114
28,"left Secondary motor area, layer 6a",5,4,87.62610248817906,77.82581470989588,65.88428758509704,45.29544771475421,-0.17111191639068116,-0.15165931346731412,0.884194609654332,0.9344329397483282
8,"left Frontal pole, layer 2/3",5,3,79.07284392636065,91.16997359460343,50.33112343721448,16.556290604346867,0.20537644431842578,0.13152472403204576,0.9034204279446009,0.9440235932454818
119,"left Visceral area, layer 6a",4,2,10.196077947084834,10.457515843163932,8.366012674531145,10.457515843163932,0.0365258760215767,0.06873433966234697,0.9495260015312772,0.9755374582932155
123,"left Dorsal auditory area, layer 1",5,5,76.19047257162292,78.29227871152976,78.81773024650649,74.87684373418115,0.03925943044671873,0.06023556757523898,0.9545581581148668,0.9755374582932155
191,"left Primary visual area, layer 6b",4,3,6.843905966061154,7.019390734421697,5.264543050816273,4.211634440653018,0.03652587601984418,0.035511041211421894,0.9733241904136203,0.9839038011789857
23,"left Primary motor area, Layer 6b",4,4,5.638567535960253,5.638567535960253,1.691570260788076,5.074710782364228,0.0,0.0,1.0,1.0
