index	name	abbreviation	volume_mm3
1	L_Olfactory_areas	L_OLF	19.028375903799315
2	R_Olfactory_areas	R_OLF	19.062125905402354
3	L_Gustatory_areas	L_GU	0.886750042118365
4	R_Gustatory_areas	R_GU	0.8871250421361765
5	L_Frontal_pole_cerebral_cortex	L_FRP	0.48925002323812805
6	R_Frontal_pole_cerebral_cortex	R_FRP	0.49137502333906014
7	L_Ectorhinal_area	L_ECT	0.8570000407053158
8	R_Ectorhinal_area	R_ECT	0.8506250404025195
9	L_Retrosplenial_area	L_RSP	5.228000248316675
10	R_Retrosplenial_area	R_RSP	5.2935002514277585
11	L_Somatosensory_areas	L_SS	16.676000792067498
12	R_Somatosensory_areas	R_SS	16.668125791693456
13	L_Infralimbic_area	L_ILA	0.4110000195214525
14	R_Infralimbic_area	R_ILA	0.42950002040015534
15	L_Anterior_cingulate_area	L_ACA	2.7081251286290353
16	R_Anterior_cingulate_area	R_ACA	2.8336251345899655
17	L_Somatomotor_areas	L_MO	12.232125580994762
18	R_Somatomotor_areas	R_MO	12.23975058135693
19	L_Agranular_insular_area	L_AI	3.955750187888043
20	R_Agranular_insular_area	R_AI	3.947625187502126
21	L_Orbital_area	L_ORB	2.9306251391972182
22	R_Orbital_area	R_ORB	2.962875140729011
23	L_Auditory_areas	L_AUD	2.9068751380691538
24	R_Auditory_areas	R_AUD	2.8990001376951113
25	L_Visceral_area	L_VISC	1.180250056058867
26	R_Visceral_area	R_VISC	1.1825000561657362
27	L_Perirhinal_area	L_PERI	0.3956250187911792
28	R_Perirhinal_area	R_PERI	0.3946250187436817
29	L_Temporal_association_areas	L_TEa	1.557875073995092
30	R_Temporal_association_areas	R_TEa	1.551000073668547
31	L_Posterior_parietal_association_areas	L_PTLp	0.7218750342872227
32	R_Posterior_parietal_association_areas	R_PTLp	0.7208750342397252
33	L_Prelimbic_area	L_PL	1.1791250560054323
34	R_Prelimbic_area	R_PL	1.2260000582318753
35	L_Visual_areas	L_VIS	7.246500344190281
36	R_Visual_areas	R_VIS	7.240125343887485
37	L_Dentate_gyrus	L_DG	3.291375156331924
38	R_Dentate_gyrus	R_DG	3.2980001566465944
39	L_Ammon's_horn	L_CA	8.473375402463716
40	R_Ammon's_horn	R_CA	8.47012540230935
41	L_Parasubiculum	L_PAR	0.4632500220031943
42	R_Parasubiculum	R_PAR	0.4655000221100636
43	L_Presubiculum	L_PRE	0.4695000223000534
44	R_Presubiculum	R_PRE	0.4687500222644303
45	L_Postsubiculum	L_POST	0.5400000256486237
46	R_Postsubiculum	R_POST	0.5406250256783096
47	L_Prosubiculum	L_ProS	0.6653750316036167
48	R_Prosubiculum	R_ProS	0.6662500316451769
49	L_Subiculum	L_SUB	1.04175004948047
50	R_Subiculum	R_SUB	1.0422500495042186
51	L_Entorhinal_area	L_ENT	5.691125270313933
52	R_Entorhinal_area	R_ENT	5.690000270260498
53	L_Amygdala	L_AMY	8.083250383933773
54	R_Amygdala	R_AMY	8.078375383702223
55	L_Striatum_ventral_region	L_STRv	4.322250205295859
56	R_Striatum_ventral_region	R_STRv	4.322875205325545
57	L_Striatum_dorsal_region	L_STRd	13.00787561784091
58	R_Striatum_dorsal_region	R_STRd	13.000875617508427
59	L_Lateral_septal_complex	L_LSX	1.7675000839517452
60	R_Lateral_septal_complex	R_LSX	1.794875085251988
61	L_Pallidum	L_PAL	4.070875193356187
62	R_Pallidum	R_PAL	4.1662501978862565
63	L_Thalamus_polymodal_association_cortex_related	L_DORpm	6.271000297856517
64	R_Thalamus_polymodal_association_cortex_related	R_DORpm	6.398625303918379
65	L_Thalamus_sensory-motor_cortex_related	L_DORsm	3.342375158754294
66	R_Thalamus_sensory-motor_cortex_related	R_DORsm	3.3497501591045875
67	L_Hypothalamus	L_HY	6.15600029239431
68	R_Hypothalamus	R_HY	6.196625294323894
69	L_Midbrain_sensory_related	L_MBsen	3.426500162750017
70	R_Midbrain_sensory_related	R_MBsen	3.436875163242803
71	L_Midbrain_behavioral_state_related	L_MBsta	0.8645000410615467
72	R_Midbrain_behavioral_state_related	R_MBsta	0.9513750451878877
73	L_Midbrain_motor_related	L_MBmot	10.588875502944575
74	R_Midbrain_motor_related	R_MBmot	10.694250507949619
75	L_Hindbrain	L_HB	23.43025111287716
76	R_Hindbrain	R_HB	23.69987612568366
77	L_Hemispheric_regions	L_HEM	15.465125734554022
78	R_Hemispheric_regions	R_HEM	15.46075073434622
79	L_Cerebellar_nuclei	L_CBN	0.8950000425102189
80	R_Cerebellar_nuclei	R_CBN	0.8925000423914753
81	L_Vermal_regions	L_VERM	9.943875472308719
82	R_Vermal_regions	R_VERM	10.263250487478217
